,path,link,name,dvornik
1208,"Renault,Latitude,(11-)",https://avto-dvorniki.ru/car/renault/latitude/0374/,Стеклоочистители для Renault Latitude (11-),",Комплект Bosch AeroTwin AR601S,Комплект Bosch AeroTwin (AR24U+AR16U),Комплект Trico Ice (ICE600+ICE400),Комплект SWF VisioFlex 119760,Комплект Heyner Hybrid (HG60+HG40),Комплект Hella Razor Hybrid (24+16),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioNext (119860+119840),Комплект Denso Flat (DFR-009+DFR-001),Комплект Trico NeoForm (NF600+NF400),Комплект Valeo HydroConnect Upgrade (HU60+HU40),Комплект Hella Dyna Blade (WBU24+WBU16),Комплект Trico Force (TF600L+TF400L)"
1209,"Renault,Logan,2 пок., (13-15) крепление «Крючок»",https://avto-dvorniki.ru/car/renault/logan/1135/,"Стеклоочистители для Renault Logan 2 пок., (13-15) крепление «Крючок»",",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR20U),Комплект Alca Super Flat (ASF53+ASF50),Комплект Heyner Hybrid (HG53+HG50),Комплект Alca Winter (AW53+AW50),Комплект Trico NeoForm (NF530+NF500),Комплект SWF VisioFlex 119726,Комплект Hella Razor Hybrid (21+20)"
1210,"Renault,Logan,2 пок., (04.15-) крепление «Штык»",https://avto-dvorniki.ru/car/renault/logan/1532/,"Стеклоочистители для Renault Logan 2 пок., (04.15-) крепление «Штык»",",Комплект Bosch AeroTwin Plus (AP550U+AP475U),Комплект SWF VisioFlex 119313,Комплект Bosch AeroTwin A173S,Комплект Denso Flat DF-056"
1211,"Renault,Logan,1 пок., (04-15)",https://avto-dvorniki.ru/car/renault/logan/0362/,"Стеклоочистители для Renault Logan 1 пок., (04-15)",",Комплект Bosch AeroTwin AR500S,Комплект Hella Razor Hybrid (20+20),Комплект Bosch AeroTwin (AR20U+AR20U),Комплект Trico Ice (ICE500+ICE500),Комплект Denso Hybrid (DUR-050L+DUR-050L),Комплект Alca Super Flat (ASF50+ASF50),Комплект Heyner Hybrid (HG50+HG50),Комплект Alca Winter (AW50+AW50),Комплект SWF VisioNext (119850+119850),Комплект Denso Flat (DFR-004+DFR-004),Комплект Trico NeoForm (NF500+NF500),Комплект OEM Renault 288901158R,Комплект Hella Dyna Blade (WBU20+WBU20)"
1212,"Renault,Magnum,2 пок., (97-)",https://avto-dvorniki.ru/car/renault/magnum/1360/,"Стеклоочистители для Renault Magnum 2 пок., (97-)",",Комплект Bosch AeroTwin Commercial (AR70N+AR70N)"
1213,"Renault,Magnum,1 пок., (90-97)",https://avto-dvorniki.ru/car/renault/magnum/1361/,"Стеклоочистители для Renault Magnum 1 пок., (90-97)",",Комплект Bosch AeroTwin Commercial (AR70N+AR70N)"
1214,"Renault,Megane,4 пок., (16-) универсал",https://avto-dvorniki.ru/car/renault/megane/1765/,"Стеклоочистители для Renault Megane 4 пок., (16-) универсал",",Комплект Bosch AeroTwin A248S,Комплект Valeo HydroConnect Front (HF60+HF45)"
1215,"Renault,Megane,4 пок., (14-) хэтчбек",https://avto-dvorniki.ru/car/renault/megane/1618/,"Стеклоочистители для Renault Megane 4 пок., (14-) хэтчбек",",Комплект Bosch AeroTwin A248S,Комплект Valeo HydroConnect Front (HF60+HF45)"
1216,"Renault,Megane,3 пок., (08-14) хэтчбек",https://avto-dvorniki.ru/car/renault/megane/0347/,"Стеклоочистители для Renault Megane 3 пок., (08-14) хэтчбек",",Комплект Bosch AeroTwin A116S,Комплект Bosch AeroTwin Plus (AP600U+AP400U),Комплект Heyner Hybrid (HG60+HG40),Комплект Alca Winter (AW60+AW40),Комплект Valeo HydroConnect Front (HF60+HF40),Комплект SWF VisioFlex 119287,Комплект Valeo Silencio Flat VF322 / VM322,Комплект Valeo First Multiconnection (VFB60+VFB40),Комплект Trico NeoForm (NF6014+NF4014),Комплект Denso Flat DF-018"
1217,"Renault,Megane,3 пок., (08-14) купе",https://avto-dvorniki.ru/car/renault/megane/0345/,"Стеклоочистители для Renault Megane 3 пок., (08-14) купе",",Комплект Bosch AeroTwin A116S,Комплект Bosch AeroTwin Plus (AP600U+AP400U),Комплект Heyner Hybrid (HG60+HG40),Комплект Alca Winter (AW60+AW40),Комплект Valeo HydroConnect Front (HF60+HF40),Комплект SWF VisioFlex 119287,Комплект Valeo Silencio Flat VF322 / VM322,Комплект Valeo First Multiconnection (VFB60+VFB40),Комплект Trico NeoForm (NF6014+NF4014),Комплект Denso Flat DF-018"
1218,"Renault,Megane,2 пок., (06-09) хетчбек",https://avto-dvorniki.ru/car/renault/megane/0342/,"Стеклоочистители для Renault Megane 2 пок., (06-09) хетчбек",",Комплект Bosch AeroTwin Plus (AP600U+AP450U),Комплект Bosch AeroTwin A115S,Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat DF-242,Комплект Valeo HydroConnect Front (HF60+HF45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324,Комплект Valeo First Multiconnection (VFB60+VFB45),Комплект Trico NeoForm (NF6014+NF4514),Комплект Denso Flat DF-009"
1219,"Renault,Megane,2 пок., (06-09) универсал",https://avto-dvorniki.ru/car/renault/megane/0344/,"Стеклоочистители для Renault Megane 2 пок., (06-09) универсал",",Комплект Bosch AeroTwin Plus (AP600U+AP450U),Комплект Bosch AeroTwin A115S,Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat DF-242,Комплект Valeo HydroConnect Front (HF60+HF45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324,Комплект Valeo First Multiconnection (VFB60+VFB45),Комплект Trico NeoForm (NF6014+NF4514),Комплект Denso Flat DF-009"
1220,"Renault,Megane,2 пок., (06-09) седан",https://avto-dvorniki.ru/car/renault/megane/0340/,"Стеклоочистители для Renault Megane 2 пок., (06-09) седан",",Комплект Bosch AeroTwin Plus (AP600U+AP450U),Комплект Bosch AeroTwin A115S,Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat DF-242,Комплект Valeo HydroConnect Front (HF60+HF45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324,Комплект Valeo First Multiconnection (VFB60+VFB45),Комплект Trico NeoForm (NF6014+NF4514),Комплект Denso Flat DF-009"
1221,"Renault,Megane,2 пок., (03-05) универсал",https://avto-dvorniki.ru/car/renault/megane/0343/,"Стеклоочистители для Renault Megane 2 пок., (03-05) универсал",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat (DFR-009+DFR-002),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
1222,"Renault,Megane,2 пок., (02-05) хетчбек",https://avto-dvorniki.ru/car/renault/megane/0341/,"Стеклоочистители для Renault Megane 2 пок., (02-05) хетчбек",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat (DFR-009+DFR-002),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
1223,"Renault,Megane,2 пок., (02-05) седан",https://avto-dvorniki.ru/car/renault/megane/0339/,"Стеклоочистители для Renault Megane 2 пок., (02-05) седан",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat (DFR-009+DFR-002),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
1224,"Renault,Midlum,(06-14)",https://avto-dvorniki.ru/car/renault/midlum/1363/,Стеклоочистители для Renault Midlum (06-14),",Комплект Bosch AeroTwin AR609S"
1225,"Renault,Midlum,(00-06)",https://avto-dvorniki.ru/car/renault/midlum/1362/,Стеклоочистители для Renault Midlum (00-06),",Комплект Bosch AeroTwin AR609S"
1226,"Renault,Modus,Grand",https://avto-dvorniki.ru/car/renault/modus/1458/,Стеклоочистители для Renault Modus Grand,",Комплект SWF VisioFlex 119402,Комплект Valeo HydroConnect Front (HF70+HF65B)"
1227,"Renault,Premium,(06-)",https://avto-dvorniki.ru/car/renault/premium/1364/,Стеклоочистители для Renault Premium (06-),",Комплект Bosch AeroTwin Commercial (AR66N+AR66N)"
1228,"Renault,Safrane,B54 (99-00)",https://avto-dvorniki.ru/car/renault/safrane/1443/,Стеклоочистители для Renault Safrane B54 (99-00),",Комплект Valeo HydroConnect Upgrade (HU60+HU60),Комплект Bosch AeroTwin AR609S"
1229,"Renault,Safrane,B54 (92-99)",https://avto-dvorniki.ru/car/renault/safrane/1442/,Стеклоочистители для Renault Safrane B54 (92-99),",Комплект Bosch Twin Spoiler 602S"
1230,"Renault,Sandero,2 пок., (15-)",https://avto-dvorniki.ru/car/renault/sandero/1552/,"Стеклоочистители для Renault Sandero 2 пок., (15-)",",Комплект Bosch AeroTwin Plus (AP550U+AP475U),Комплект SWF VisioFlex 119313,Комплект Bosch AeroTwin A173S,Комплект Denso Flat DF-056"
1231,"Renault,Sandero,2 пок., (13-15)",https://avto-dvorniki.ru/car/renault/sandero/1551/,"Стеклоочистители для Renault Sandero 2 пок., (13-15)",",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR20U),Комплект Alca Super Flat (ASF53+ASF50),Комплект Heyner Hybrid (HG53+HG50),Комплект Alca Winter (AW53+AW50),Комплект Hella Razor Hybrid (21+20)"
1232,"Renault,Sandero,1 пок., (09-13)",https://avto-dvorniki.ru/car/renault/sandero/0375/,"Стеклоочистители для Renault Sandero 1 пок., (09-13)",",Комплект Bosch AeroTwin AR500S,Комплект Hella Razor Hybrid (20+20),Комплект Bosch AeroTwin (AR20U+AR20U),Комплект Trico Ice (ICE500+ICE500),Комплект Denso Hybrid (DUR-050L+DUR-050L),Комплект Alca Super Flat (ASF50+ASF50),Комплект Heyner Hybrid (HG50+HG50),Комплект Alca Winter (AW50+AW50),Комплект SWF VisioNext (119850+119850),Комплект Denso Flat (DFR-004+DFR-004),Комплект Trico NeoForm (NF500+NF500),Комплект OEM Renault 288901158R,Комплект Hella Dyna Blade (WBU20+WBU20)"
1233,"Renault,Scenic,4 пок., (16-)",https://avto-dvorniki.ru/car/renault/scenic/1822/,"Стеклоочистители для Renault Scenic 4 пок., (16-)",",Комплект Bosch AeroTwin A865S,Комплект Bosch AeroTwin Plus (AP800U+AP700U),Комплект Valeo HydroConnect Front (HF80+HF70B),Комплект SWF VisioFlex 119457,Комплект Trico Force (TF800L+TF700L),Комплект Denso Flat DF-047,Комплект Trico NeoForm (NF809+NF709)"
1234,"Renault,Scenic,3 пок., (09-16)",https://avto-dvorniki.ru/car/renault/scenic/0352/,"Стеклоочистители для Renault Scenic 3 пок., (09-16)",",Комплект Bosch AeroTwin A119S,Комплект Bosch AeroTwin Plus (AP750U+AP650U),Комплект Heyner Hybrid (HG76+HG65),Комплект SWF VisioFlex 119456,Комплект Valeo HydroConnect Front (HF75+HF65B),Комплект Trico NeoForm (NF7514+NF6514),Комплект Denso Flat DF-062"
1235,"Renault,Scenic,2 пок., (05-09)",https://avto-dvorniki.ru/car/renault/scenic/0351/,"Стеклоочистители для Renault Scenic 2 пок., (05-09)",",Комплект Bosch AeroTwin Plus (AP650U+AP550U),Комплект Bosch AeroTwin A117S,Комплект SWF VisioFlex 119403,Комплект Valeo HydroConnect Front (HF65+HF55),Комплект Valeo Silencio Flat VF419 / VM419,Комплект Valeo First Multiconnection (VFB65+VFB55),Комплект Champion Aerovantage Flat (AFL65B01+AFL55B01),Комплект Denso Flat DF-113,Комплект Trico NeoForm (NF6514+NF5514)"
1236,"Renault,Scenic,2 пок., (03-04)",https://avto-dvorniki.ru/car/renault/scenic/0350/,"Стеклоочистители для Renault Scenic 2 пок., (03-04)",",Комплект Bosch AeroTwin A957S,Комплект Valeo Silencio Flat VF400 / VM400,Комплект SWF VisioFlex 119380,Комплект Denso Flat DF-116"
1237,"Renault,Scenic,1 пок., (99-03) RX4",https://avto-dvorniki.ru/car/renault/scenic/0349/,"Стеклоочистители для Renault Scenic 1 пок., (99-03) RX4",",Комплект Bosch AeroTwin AR601S,Комплект Bosch AeroTwin (AR24U+AR16U),Комплект SWF VisioFlex 119760,Комплект Heyner Hybrid (HG60+HG40),Комплект Hella Razor Hybrid (24+16),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioNext (119860+119840),Комплект Trico NeoForm (NF600+NF400),Комплект Valeo HydroConnect Upgrade (HU60+HU40),Комплект Trico Force (TF600L+TF400L)"
1238,"Renault,Scenic,1 пок., (99-03)",https://avto-dvorniki.ru/car/renault/scenic/0348/,"Стеклоочистители для Renault Scenic 1 пок., (99-03)",",Комплект Bosch AeroTwin AR601S,Комплект Bosch AeroTwin (AR24U+AR16U),Комплект SWF VisioFlex 119760,Комплект Heyner Hybrid (HG60+HG40),Комплект Hella Razor Hybrid (24+16),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioNext (119860+119840),Комплект Trico NeoForm (NF600+NF400),Комплект Valeo HydroConnect Upgrade (HU60+HU40),Комплект Trico Force (TF600L+TF400L)"
1239,"Renault,Symbol,3 пок., (15-)",https://avto-dvorniki.ru/car/renault/symbol/1484/,"Стеклоочистители для Renault Symbol 3 пок., (15-)",",Комплект SWF VisioFlex 119313,Комплект Bosch AeroTwin A173S"
1240,"Renault,Symbol,3 пок., (13-15)",https://avto-dvorniki.ru/car/renault/symbol/1207/,"Стеклоочистители для Renault Symbol 3 пок., (13-15)",",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR20U),Комплект Alca Super Flat (ASF53+ASF50),Комплект Heyner Hybrid (HG53+HG50),Комплект Alca Winter (AW53+AW50),Комплект Valeo HydroConnect Upgrade (HU53+HU50),Комплект Hella Razor Hybrid (21+20)"
1241,"Renault,Symbol,2 пок., (08-12)",https://avto-dvorniki.ru/car/renault/symbol/0354/,"Стеклоочистители для Renault Symbol 2 пок., (08-12)",",Комплект Bosch AeroTwin Plus (AP600U+AP450U),Комплект Bosch AeroTwin A115S,Комплект Heyner Hybrid (HG60+HG45),Комплект Alca Winter (AW60+AW45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324,Комплект Valeo First Multiconnection (VFB60+VFB45),Комплект Trico NeoForm (NF6014+NF4514)"
1242,"Renault,Symbol,1 пок., (00-08)",https://avto-dvorniki.ru/car/renault/symbol/0353/,"Стеклоочистители для Renault Symbol 1 пок., (00-08)",",Комплект Bosch AeroTwin AR531S,Комплект Trico Ice (ICE530+ICE450),Комплект Alca Super Flat (ASF53+ASF45),Комплект Heyner Hybrid (HG53+HG45),Комплект Alca Winter (AW53+AW45),Комплект Trico NeoForm (NF530+NF450),Комплект Bosch AeroTwin (AR21U+AR18U),Комплект SWF VisioFlex 119725,Комплект Hella Razor Hybrid (21+18),Комплект Hella Dyna Blade (WBU21+WBU18),Комплект SWF VisioNext (119853+119845)"
1243,"Renault,Talisman,Grandtour (15-)",https://avto-dvorniki.ru/car/renault/talisman/1764/,Стеклоочистители для Renault Talisman Grandtour (15-),",Комплект Bosch AeroTwin A248S,Комплект Valeo HydroConnect Front (HF60+HF45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324"
1244,"Renault,Talisman,(15-)",https://avto-dvorniki.ru/car/renault/talisman/1547/,Стеклоочистители для Renault Talisman (15-),",Комплект Bosch AeroTwin A248S,Комплект Valeo HydroConnect Front (HF60+HF45),Комплект SWF VisioFlex 119332,Комплект Valeo Silencio Flat VF324 / VM324"
1245,"Renault,Trafic,3 пок., (14-)",https://avto-dvorniki.ru/car/renault/trafic/1750/,"Стеклоочистители для Renault Trafic 3 пок., (14-)",",Комплект Bosch AeroTwin A309S,Комплект Bosch AeroTwin Multi-Clip AM467S,Комплект Trico Ice (ICE650+ICE480),Комплект Alca Super Flat (ASF65+ASF48),Комплект Heyner Hybrid (HG65+HG48),Комплект Heyner All Seasons (HAS65+HAS48),Комплект Alca Winter (AW65+AW48),Комплект Valeo HydroConnect Front (HF65+HF48),Комплект Hella Dyna Blade (WBU26+WBU19),Комплект Trico Flex (FX650+FX480)"
1246,"Renault,Trafic,2 пок., (01-14) распашные задние двери",https://avto-dvorniki.ru/car/renault/trafic/1473/,"Стеклоочистители для Renault Trafic 2 пок., (01-14) распашные задние двери",",Комплект Bosch AeroTwin AR801S,Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Heyner All Seasons (HAS60+HAS53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Valeo HydroConnect Upgrade (HU60+HU50),Комплект SWF VisioFlex 119764,Комплект Hella Razor Hybrid (24+21),Комплект SWF VisioNext (119860+119853),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Flex (FX600+FX530),Комплект Trico Force (TF600L+TF530L),Комплект Denso Flat (DFR-009+DFR-005),Комплект Trico Fit Hybrid (HF600+HF530)"
1247,"Renault,Trafic,2 пок., (01-14) задняя крышка",https://avto-dvorniki.ru/car/renault/trafic/1749/,"Стеклоочистители для Renault Trafic 2 пок., (01-14) задняя крышка",",Комплект Bosch AeroTwin AR801S,Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Heyner All Seasons (HAS60+HAS53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Valeo HydroConnect Upgrade (HU60+HU50),Комплект SWF VisioFlex 119764,Комплект Hella Razor Hybrid (24+21),Комплект SWF VisioNext (119860+119853),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Flex (FX600+FX530),Комплект Trico Force (TF600L+TF530L),Комплект Denso Flat (DFR-009+DFR-005),Комплект Trico Fit Hybrid (HF600+HF530)"
1248,"Renault,Vel Satis,(02-09)",https://avto-dvorniki.ru/car/renault/vel-satis/1424/,Стеклоочистители для Renault Vel Satis (02-09),",Комплект Bosch AeroTwin A963S"
1249,"Saab,9-3,2 пок., (08-14) рестайлинг",https://avto-dvorniki.ru/car/saab/9-3/1137/,"Стеклоочистители для Saab 9-3 2 пок., (08-14) рестайлинг",",Комплект Bosch AeroTwin Plus (AP600U+AP575U),Комплект SWF VisioFlex 119308,Комплект Bosch AeroTwin A416S,Комплект Heyner All Seasons (HAS60+HAS58),Комплект Denso Flat DF-043,Комплект Hella Dyna Blade (WBU24+WBU23)"
1250,"Saab,9-3,2 пок., (02-07)",https://avto-dvorniki.ru/car/saab/9-3/1138/,"Стеклоочистители для Saab 9-3 2 пок., (02-07)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект Trico NeoForm (NF550+NF550),Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
1251,"Saab,9-3,1 пок., (98-03)",https://avto-dvorniki.ru/car/saab/9-3/1139/,"Стеклоочистители для Saab 9-3 1 пок., (98-03)",",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR21U),Комплект Trico Ice (ICE530+ICE530),Комплект Alca Super Flat (ASF53+ASF53),Комплект Heyner Hybrid (HG53+HG53),Комплект Alca Winter (AW53+AW53),Комплект Trico NeoForm (NF530+NF530),Комплект Valeo HydroConnect Upgrade (HU53+HU53),Комплект Hella Razor Hybrid (21+21),Комплект Hella Dyna Blade (WBU21+WBU21),Комплект SWF VisioNext (119853+119853),Комплект Trico Force (TF530L+TF530L),Комплект Denso Flat (DFR-005+DFR-005)"
1252,"Saab,9-5,2 пок., (10-12)",https://avto-dvorniki.ru/car/saab/9-5/1133/,"Стеклоочистители для Saab 9-5 2 пок., (10-12)",",Комплект Bosch AeroTwin AR801S,Комплект Bosch AeroTwin (AR24U+AR21U),Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Hella Razor Hybrid (24+21),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Force (TF600L+TF530L)"
1253,"Saab,9-5,1 пок., (97-07)",https://avto-dvorniki.ru/car/saab/9-5/1136/,"Стеклоочистители для Saab 9-5 1 пок., (97-07)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект SWF VisioNext (119855+119855),Комплект Trico NeoForm (NF550+NF550),Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L),Комплект Denso Flat (DFR-008+DFR-008),Комплект Valeo HydroConnect Upgrade (HU58+HU58)"
1254,"Saab,9-5,1 пок., (07-10) рестайлинг",https://avto-dvorniki.ru/car/saab/9-5/1134/,"Стеклоочистители для Saab 9-5 1 пок., (07-10) рестайлинг",",Комплект Bosch AeroTwin Plus (AP600U+AP550U),Комплект Bosch AeroTwin A424S,Комплект SWF VisioFlex 119424,Комплект Valeo Silencio Flat VF457 / VM457,Комплект Denso Flat DF-055,Комплект Valeo First Multiconnection (VFB60+VFB55),Комплект Trico NeoForm (NF6014+NF5514)"
1255,"Saab,9-7X,(05-08)",https://avto-dvorniki.ru/car/saab/9-7x/1132/,Стеклоочистители для Saab 9-7X (05-08),",Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Ice (ICE550+ICE550),Комплект Trico NeoForm (NF550+NF550),Комплект Valeo HydroConnect Upgrade (HU55+HU55),Комплект Trico Force (TF550L+TF550L)"
1256,"Saab,900,(93-98)",https://avto-dvorniki.ru/car/saab/900/1130/,Стеклоочистители для Saab 900 (93-98),",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR20U),Комплект Denso Hybrid (DUR-053L+DUR-053L),Комплект Alca Super Flat (ASF53+ASF53),Комплект Heyner Hybrid (HG53+HG53),Комплект Alca Winter (AW53+AW53),Комплект Trico NeoForm (NF530+NF530),Комплект Valeo HydroConnect Upgrade (HU53+HU53),Комплект Hella Razor Hybrid (21+21),Комплект SWF VisioNext (119853+119853),Комплект Trico Force (TF530L+TF530L),Комплект Denso Flat (DFR-005+DFR-005)"
1257,"Saab,9000,2 пок., (91-98)",https://avto-dvorniki.ru/car/saab/2-pok-91-98/1120/,"Стеклоочистители для Saab 9000 2 пок., (91-98)",",Комплект Bosch AeroTwin AR532S,Комплект Bosch AeroTwin (AR21U+AR20U),Комплект Denso Hybrid (DUR-053L+DUR-050L),Комплект Alca Super Flat (ASF53+ASF50),Комплект Heyner Hybrid (HG53+HG50),Комплект Alca Winter (AW53+AW50),Комплект Trico NeoForm (NF530+NF530),Комплект Valeo HydroConnect Upgrade (HU53+HU53),Комплект Hella Razor Hybrid (21+21),Комплект SWF VisioNext (119853+119853),Комплект Trico Force (TF530L+TF530L)"
1258,"Scania,93,(88-97)",https://avto-dvorniki.ru/car/scania/93/1366/,Стеклоочистители для Scania 93 (88-97),",Комплект Bosch Eco (60C+60C),Комплект Bosch Twin 603,Комплект Bosch Twin (N63+N63)"
1259,"Scania,P,(05-)",https://avto-dvorniki.ru/car/scania/p/1367/,Стеклоочистители для Scania P (05-),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1260,"Scania,P,(04-05)",https://avto-dvorniki.ru/car/scania/p/1368/,Стеклоочистители для Scania P (04-05),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1261,"Scania,R,(16-)",https://avto-dvorniki.ru/car/scania/r/1789/,Стеклоочистители для Scania R (16-),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1262,"Scania,R,(13-16)",https://avto-dvorniki.ru/car/scania/r/1788/,Стеклоочистители для Scania R (13-16),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1263,"Scania,R,(09-13)",https://avto-dvorniki.ru/car/scania/r/1370/,Стеклоочистители для Scania R (09-13),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1264,"Scania,R,(04-09)",https://avto-dvorniki.ru/car/scania/r/1369/,Стеклоочистители для Scania R (04-09),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1265,"Scania,S,(16-)",https://avto-dvorniki.ru/car/scania/s/1787/,Стеклоочистители для Scania S (16-),",Комплект Bosch AeroTwin Commercial (AR71N+AR71N)"
1266,"SEAT,Alhambra,2 пок., (10-)",https://avto-dvorniki.ru/car/seat/alhambra/1102/,"Стеклоочистители для SEAT Alhambra 2 пок., (10-)",",Комплект Bosch AeroTwin Plus (AP700U+AP400U),Комплект Bosch AeroTwin A557S,Комплект Valeo HydroConnect Front (HF70+HF40),Комплект Heyner Hybrid (HG70+HG40),Комплект Alca Super Flat (ASF70+ASF40),Комплект Trico Force (TF700L+TF400L),Комплект Trico NeoForm (NF7013+NF4013)"
1267,"SEAT,Alhambra,1 пок., (96-00)",https://avto-dvorniki.ru/car/seat/alhambra/1108/,"Стеклоочистители для SEAT Alhambra 1 пок., (96-00)",",Комплект Bosch AeroTwin AR704S"
1268,"SEAT,Alhambra,1 пок., (01-10)",https://avto-dvorniki.ru/car/seat/alhambra/1104/,"Стеклоочистители для SEAT Alhambra 1 пок., (01-10)",",Комплект Bosch AeroTwin A950S,Комплект Bosch AeroTwin Plus (AP700U+AP700U),Комплект Heyner Hybrid (HG70+HG70),Комплект Heyner All Seasons (HAS70+HAS70),Комплект SWF VisioFlex 119383,Комплект Valeo Silencio Flat VF401 / VM401,Комплект Valeo HydroConnect Front (HF70+HF70B),Комплект Alca Super Flat (ASF70+ASF70),Комплект Valeo First Multiconnection (VFB70+VFB70),Комплект Denso Flat DF-107,Комплект Trico Force (TF700L+TF700R),Комплект Trico NeoForm (NF706+NF706)"
1269,"SEAT,Alhambra,1 пок., (00-01)",https://avto-dvorniki.ru/car/seat/alhambra/1105/,"Стеклоочистители для SEAT Alhambra 1 пок., (00-01)",",Комплект Bosch AeroTwin AR704S"
1270,"SEAT,Altea,(09-)",https://avto-dvorniki.ru/car/seat/altea/1097/,Стеклоочистители для SEAT Altea (09-),",Комплект Bosch AeroTwin A958S,Комплект Trico NeoForm (NF6515+NF6515)"
